"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.278299564917747,NA,1.5103837121275,NA,1.30823180640839,NA,0.000664094326831871,NA,1.49508896089068,-0.301121438427515
NA,0.482377113645485,-0.262624856337468,1.79385713589967,0.543269992569897,NA,0.889220559829971,-0.661846838966845,NA,-1.23964296551648
NA,-1.49721315101322,NA,1.18145272934435,0.715238076459801,NA,0.819438969873137,0.302142928312142,2.10440370914927,0.441787458721095
0.456576188215362,NA,1.08116865317076,NA,NA,2.07222016971952,1.62995485593927,NA,1.48640424788098,0.447486986799297
0.445361952642219,-0.0890041950296001,1.45680713050783,0.83269773481339,0.45115547340171,1.32152908464432,0.565741739811727,NA,2.0420835370517,-0.268957358031501
0.624851430508245,0.559882894178138,2.18039812951794,NA,-0.18730346046711,1.46279803785579,2.19856184719309,NA,2.69300921529746,1.51310849228252
-0.773900972987301,-1.00451262487945,1.1984035607261,0.641283941878496,0.797414730006816,0.946268579475189,1.01379329990629,2.55248871488747,NA,-1.08528445588154
-0.619358024193384,0.661457257089751,0.431445968774083,0.55996614870404,0.454548275210536,0.664180215271403,1.53088219273134,NA,1.65692252707675,1.29432522547715
0.204118503573513,1.66436742943415,0.555950607692348,-0.288963192335473,NA,1.25721727840328,NA,NA,1.79960443768033,2.33161910551775
0.569764902914698,0.0209898562265231,0.886717254783694,2.20848968418157,0.405522995359776,0.0736358575620005,-0.840633326372973,0.648615977114958,-0.206354324615305,-1.31870013559873
0.417203019430207,-0.799370112368042,0.586428895420362,NA,-0.572363505508599,-0.599847802505842,-0.682199135599738,0.643717578245253,0.294970393397292,-1.99189664710651
1.06978428428233,1.08258257175291,0.518777269645268,1.20629156917582,-0.588970761871479,-0.614135610096524,NA,NA,0.795780179047649,-0.711660817663416
0.521072200354507,NA,0.42842989270442,1.16139485416282,NA,0.485850719431776,0.362224647325405,-0.848876928041547,-1.05030336173228,NA
1.96684224837859,-1.20677999924031,NA,2.18098098563271,1.40404005733926,NA,-0.163928341367731,-0.167062284537077,-0.308989587662168,-0.775695605585782
1.23058204964351,0.962797316978325,NA,NA,0.981390091976959,-0.545061268734659,-0.410183716851373,NA,-2.31752098601743,NA
NA,0.576024510011951,-0.778776827292353,NA,NA,0.22147892627058,NA,0.713051050684874,-0.772579239743117,2.77930667057488
1.86453051991964,-1.30353755408569,2.07072112331995,NA,2.93083189168515,-0.767338959150638,1.48199093940342,NA,3.36387459639296,0.35923696614671
-0.833622523879124,1.44819959846042,0.495630888905567,0.70644261693924,-0.210610097620425,1.83494333604916,0.103710007754749,0.56916209141926,-0.0354069684064746,0.961576105808345
2.20127546459512,-1.2071489988882,NA,1.37831716708545,NA,0.125222285933989,NA,1.4821027961045,3.341904591136,NA
NA,-0.243422549215117,1.54552815198777,1.72692728783127,NA,NA,-0.371966347173388,1.01023910561586,1.03532494863741,NA
0.175460951688025,-1.39002992695624,-0.428283895232505,2.18339193856421,2.13918862628301,-0.285727998694548,0.308831612930505,0.126210349943165,1.25168172004892,-1.60184611371687
-0.251918643846659,-0.46113240817102,-0.293838122266264,NA,0.188931296021795,1.11394719920458,1.07340546766581,0.181998576880904,-1.73291055311852,-1.04023416015295
1.52822123263735,NA,NA,1.12024714189673,-0.40912207543648,1.00037985333482,NA,3.01830501213074,3.2539948902494,1.28318135619108
NA,1.15977274235158,0.0632461669687117,-0.0754871584443749,-0.980101824710792,1.35724886710708,1.23096519942624,1.17782634124717,0.473217802208867,0.998505571231668
-0.675799777768979,-0.0908790103655995,1.6323762166602,0.671568652994931,0.55833761846735,1.37770177782136,-0.341377401667953,NA,1.19504678250437,0.886080081509743
-0.677707202898934,1.0138339499623,-0.330300707769878,-0.288791311578937,NA,NA,1.37000027483051,1.29374979042308,2.68759894534705,1.15687352970678
0.873647575558273,0.629679241259319,-0.647071090574363,1.46134993885841,0.0172399100665948,-0.182174144747097,-0.853156013673848,-1.50463194200072,-1.60165947817976,0.470773215907793
0.675000557890963,1.69940310681606,-0.530112244239608,1.01341229882325,0.597187197686584,-0.408433798985626,1.47823344592351,1.14169737380141,NA,0.208661985973122
NA,0.970009360924903,2.09015111923167,1.68420981273561,0.913536305753589,0.392431655756056,1.78299089170428,-0.00747261357842899,-0.561490071678101,-1.08158809356431
1.36905226327216,-0.534650845492467,-0.407281100879268,2.32098141161475,1.58665500780829,-0.344097975828257,-0.919813105152322,1.3021479374956,1.9123268949758,-0.711377296082188
0.0787568834037006,0.156295798366612,0.655784519117294,1.58778189600936,1.59013581195884,-0.204779931739097,-0.201111286396915,NA,-0.458843515246105,-0.702301796638356
-1.04988165053178,1.09842853226818,0.62796135178612,1.22813249402435,0.331231428746346,0.517295062665186,0.408590492986478,NA,-0.885585073367624,NA
0.278673255547259,0.727027080862779,0.361796174769477,0.291364250476388,1.06968340108857,0.284842769907404,0.331272622278743,0.669925570147221,0.39332335353744,0.768472102857334
0.178129197678153,-0.0951707357988263,-0.15288072144005,0.612226464006306,1.10118544487099,0.606433637781243,NA,NA,NA,NA
NA,NA,1.94125943226479,0.103112477121398,1.82870357544617,-0.139781051686791,-0.0894412759078751,NA,NA,0.475320782466818
-0.0605672048417336,NA,-0.0856429354686345,0.748221009822563,-0.851488591256855,NA,0.445375784454925,-0.014654314656005,-1.5507591390786,0.179168101914469
-0.318427496485777,1.27157017989169,NA,0.818492248022944,NA,0.953489293741625,0.525787418339775,0.979701156166591,0.421253176378306,0.366388372887386
0.131163513242071,0.96462095489467,0.190476718093821,-0.226010718472313,0.810202093238366,NA,NA,0.274510626522182,-0.0148162197801758,NA
2.03866484821479,-0.711802115437604,-0.679411163729106,1.70902170426888,0.123281458180423,0.318502556030367,-0.651184423592903,-0.717494295078146,1.42538038054317,-1.18831236492451
-0.0765628229458769,1.1094459770569,1.06773127325622,NA,NA,1.35718486425348,0.126006403168185,NA,-0.0733354605125521,NA
0.831429466012637,NA,0.512586425824699,0.190476372333182,NA,-0.495882917347005,0.555782350460014,0.326031534298154,1.10368648641112,1.01532149337733
1.0470236255316,0.212498789559309,0.754670856291563,0.369797065233647,1.55617007641976,1.29277645499369,NA,1.25844266717764,3.38220608786654,0.421021188838299
0.731294092299226,-0.534586388391364,0.759683370415671,2.37161531445143,-0.118073611276817,-0.185301966921049,0.216264905600969,-0.351008643331928,0.561949433674894,-0.973841706111129
-0.35335676738539,NA,0.944975138383482,-0.457524765518445,0.303791037673791,-0.357467190962803,0.927835479241894,0.155124141850492,NA,1.78732446330053
-0.161641424337702,0.691584713375606,2.14080784101882,-1.09408636150031,NA,NA,1.26459819297778,2.13614191441956,0.0616761590472223,0.171661991484823
NA,NA,NA,1.68597472531388,2.28960509012515,1.33633112353098,-0.0867165412105123,NA,1.40299400868096,-0.1531300486944
-0.0119154919080288,0.00378564677201332,0.711420028538588,0.0490087515021201,0.538823896150908,0.351670106076826,1.35203544617108,NA,1.64120712591962,1.22846397057769
-0.0148248278296689,-0.406550668047086,NA,1.51408989290414,NA,1.01212206938765,1.45136202131516,NA,0.850729561906833,NA
0.780503197677436,NA,0.131531022656656,0.790261164880934,NA,-1.92835727678919,0.320939381705999,-0.863434233271605,-0.952866484072391,-0.651588031536942
NA,0.779057492890246,1.7893837372042,0.528643514037757,1.65352960943823,0.26906277033959,0.986641859536577,NA,2.2308387407488,1.64542311282863
0.347895473891944,0.301372134093303,0.0644178156404283,1.63939804372675,NA,0.567665671701702,NA,-2.07191161095029,-1.19290794516732,NA
0.661228647721213,-0.0563213116429551,0.151267923886843,1.6986911938623,0.119560605663926,-0.176173918135108,0.886060499479907,0.157675980791813,NA,NA
-0.511217533350941,1.6216024132817,0.0712485167729013,-0.601323057465538,0.870433409411,NA,1.95188954977814,NA,0.812962645069479,2.98165636534252
0.544249789770422,1.64034334481425,0.0406655393665695,0.304944096029872,1.58644751183491,-0.117920435530231,0.610061965658478,NA,-2.30955205987278,1.30894180841629
0.88097959112988,0.84037204853841,NA,1.88571950467659,2.04381974136186,0.571478322946009,-0.245847772977519,1.73571961497194,0.755455018624725,NA
0.82469763677435,NA,0.611238976040087,NA,0.185709868792175,-0.87395944027216,0.244316771044021,0.341048464013562,2.22800474866255,-1.84899164430015
NA,-0.436411669804384,0.814607286572736,2.15514237018071,NA,0.0873375882078627,NA,NA,-0.247864439837881,NA
0.277528984149525,1.34029747663123,1.53370061541067,0.64323456700916,0.968911634403209,NA,0.454320082370047,-0.623782460945512,0.411736705245337,NA
NA,1.21232735358823,1.29873046559404,NA,0.402090040957836,1.67253063324043,NA,-0.130744472998029,0.310979601879849,0.117004715999754
0.573148524496035,0.219681966253341,-0.709886283336617,2.20055706874976,NA,NA,NA,0.163097840596212,0.202577577550189,NA
0.728480138732834,NA,1.46435727963603,NA,1.1750879761742,0.0359696065312774,NA,1.87731441811041,3.39616984059921,0.671934408894752
0.759423826728223,NA,0.861106065892267,NA,0.970744803784793,-0.0912360793081171,-0.139267186661406,0.836815046616563,0.876929725960078,0.772301071865943
-0.819387778484147,0.426023897120427,NA,0.928428366000616,1.50847929948887,-0.117158877518422,0.50308593863499,NA,0.0453191062147239,1.82526891966579
0.643782192121063,1.81977877631853,NA,NA,-0.722681579642682,1.80044037079701,1.52055896279445,1.32123951074859,0.660318869801688,2.27617969030852
