,0,1,2,3,4,5,6,7,8,9
0,0.467974346072,-0.214460985877,-0.0401536395389,0.204277865742,0.0704588166439,-0.177344126846,-0.156674732869,-0.0491989802619,0.0151343769358,-0.216662782346
1,-0.214460985877,0.920706298774,-0.0105040807456,-0.457384371925,-0.20381458896,0.460052861847,0.323899211266,-0.134454973689,-0.457062945436,0.507646255913
2,-0.0401536395389,-0.0105040807456,0.58130576549,-0.0943887682277,0.00478386885679,0.0308194489196,0.092026979193,0.220842648503,0.334677466288,0.0820088094395
3,0.204277865742,-0.457384371925,-0.0943887682277,0.908787249992,0.151498740997,-0.389181585526,-0.366983968879,-0.151715608911,-0.0350546806588,-0.481739186307
4,0.0704588166439,-0.20381458896,0.00478386885679,0.151498740997,0.680411212491,-0.152563825587,-0.108777664865,0.0460923802411,0.15139887916,-0.168132193587
5,-0.177344126846,0.460052861847,0.0308194489196,-0.389181585526,-0.152563825587,0.818476900246,0.294956306039,-0.00387506778314,-0.192708389523,0.42124503611
6,-0.156674732869,0.323899211266,0.092026979193,-0.366983968879,-0.108777664865,0.294956306039,0.890779418308,0.186272564408,0.15174539409,0.378714829187
7,-0.0491989802619,-0.134454973689,0.220842648503,-0.151715608911,0.0460923802411,-0.00387506778314,0.186272564408,1.0181704017,0.922261515838,0.106055545014
8,0.0151343769358,-0.457062945436,0.334677466288,-0.0350546806588,0.15139887916,-0.192708389523,0.15174539409,0.922261515838,1.85541923351,-0.0470870091461
9,-0.216662782346,0.507646255913,0.0820088094395,-0.481739186307,-0.168132193587,0.42124503611,0.378714829187,0.106055545014,-0.0470870091461,1.1344218636
