"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.262563240441963,0.345135285679771,0.0359793132497963,1.63028292593436,0.950557736400818,1.33681736494081,1.92908155852654,0.199876935871342,0.0907065599494638,1.9421617537091
0.219313579590563,0.14534545023387,1.65617366470576,-2.16541854846695,1.69074504110232,-0.614330960898375,-0.184790214700761,-0.136217111314428,2.14434324578307,-0.259237730646339
0.92521217476661,2.68146700832791,-0.231818652818416,2.37035658088912,-0.394278230203646,-0.0997095900399383,0.0665621718875105,0.754559862008464,-0.432516260767232,0.465921315610517
1.01421640385463,0.721588554603013,-0.795610056036805,1.61715189869813,0.519153759976099,-0.235499155185963,0.511591063577271,2.06250581342477,-2.21889540809277,0.45457989338246
1.2831260563639,0.556659722702805,1.50888617990195,0.44493189048367,0.0923847022582147,0.30239265524703,0.979652347933828,-0.0569606112466206,0.590110416769744,0.591001721852106
0.907407204089116,0.944754389522597,0.0171409328155238,0.55611822294529,0.364251342150568,-1.0976314108457,0.379599155015754,1.02301790344615,0.652233947998467,-0.175704044626277
0.453165892486915,0.396305330320644,0.776310867195454,0.0917500243366163,0.572713384203251,0.822904156619411,0.159190561504145,1.53801053558195,1.34568369593713,-0.219616463619519
0.743073929611692,0.62403578339574,-0.124478055086545,0.00020781913123849,1.20358142111054,1.0147053810223,-0.169548105081103,0.563560560907245,1.44958392016902,0.604993642442319
0.626977495006993,-1.72985747334658,1.46421459616263,-1.04227382112894,0.995348534335079,1.09958933280944,2.58077062863092,-0.617065877471298,1.8191280340557,-0.0627038370712913
1.48374789266284,-0.121765883071141,0.276856964831909,-0.406265164688367,0.468392162583883,-1.01395315975017,-1.20447925548677,1.40731089341791,-0.204829646028308,0.106615753365684
1.23028705470048,-0.0606573946111029,1.26330236772925,-1.6564482271102,1.01553423933597,0.779239084012526,0.599103439325994,-1.03498112272375,0.769772742473781,1.12407236031282
-0.164668272826519,-1.20690668604031,0.855492188575505,0.0854643262356516,-1.20266272686831,1.6035765460717,1.08316584560348,-0.0183691819278363,0.556075946803231,1.77426868347189
1.62216823178329,0.114320512936247,-0.104780621448422,0.51647192740017,2.03136766042582,-1.25677746974144,-0.30236615968553,1.16907085567344,-0.455921828491459,0.0399894036900737
0.600184537056844,-1.8498703951031,0.620512927813638,-0.896766352863756,1.66410628126745,1.65391210473548,0.566663943233071,-0.30239360015896,1.43811840128295,1.29483839100276
0.617619516607045,-1.57856954633633,0.448057796028104,0.760064174529302,-0.58245725978831,0.67748017060658,1.68905355785102,-1.05533844922303,-0.523268884344183,0.876357860589337
1.21517132834046,0.92203513540562,0.246784562780175,1.0004460617406,0.982605162301387,-1.19424436079771,-0.858829344878077,2.46424906165604,0.657807526799501,1.35683527498029
0.889991643485573,-0.70700900710231,-0.439409337088763,0.351852793953024,1.3458375491645,0.120019068407059,0.959049252414587,1.52922615625492,0.444845918368636,0.0761645329010814
-0.983618646255227,1.14525277842659,-1.03686468807754,0.973333718187408,1.0843629632868,0.338970866187246,-0.127113284100091,-0.153216330063032,0.0877554898407594,2.10276704534754
0.565324479297715,-0.238397354930553,-0.169749996860202,1.54360549579071,0.669214190241715,0.748076613026747,-0.160272599703618,0.882629950028629,-0.764897579595539,0.652397538311665
-1.24877757778718,-0.696808686784026,-0.384615855192422,0.126029344094004,0.00673546345040546,2.66718511077985,1.59399976011332,-0.166663179216402,0.645744119720562,0.243750782899237
1.96957774485756,0.664058393100819,1.31090647961078,0.468609855942008,1.039848134986,0.317805606844953,1.26103227872738,-0.0671888177662737,2.27808868674642,0.592846973465655
0.46324446642317,-1.28026756032344,0.642286491433035,0.378776754330071,0.109231239375136,1.46910952688792,1.3567359905049,0.208598158543529,-0.287592886957102,1.39905325923717
